,c_id,user_name,thread_id,comment_date,is_reaction_comment,reactions_kind,personas_kind
782,c2375756642,MamaShaw25,a32100125,03/09/2012,True,pain,author
783,c2375882589,moma2beeX3,a32096901,03/11/2012,True,reaction,author_child
784,c2376085498,TigerMama76,a32155141,03/13/2012,True,reaction,unclear
785,c2376316993,kytiara121,a32158531,03/15/2012,True,"rash, fussy",author_child
786,c2376372395,thebeardedlady18,a32200719,03/15/2012,True,"fever, lethargy",author_child
787,c2376608472,purplegoo,a32235963,03/18/2012,True,reaction,author_child
788,c2376763889,brlracr624,a32269191,03/20/2012,True,reaction,author
789,c2376977830,brlracr624,a32269191,03/22/2012,True,reaction,unclear
790,c2377074338,violet ryan,a32320699,03/23/2012,True,fever,author_child
791,c2377088601,amberann92,a32320699,03/23/2012,True,reaction,author
792,c2377230921,audreysmama*,a32338761,03/24/2012,True,pain,"unclear, author"
793,c2377290528,babyreed2011,a32351239,03/25/2012,True,reaction,author_child
794,c2377471505,janasaunt,a32385489,03/27/2012,True,fever,author_child
795,c2377649171,Mamaobiwan,a32413807,03/28/2012,True,"lump, reaction",author_child
796,c2378075473,tracylynn,a32480585,04/02/2012,True,side effect,author
797,c2378154996,Csauritc,a32495197,04/03/2012,False,,
798,c2378557888,Max&Juliana's_Mama,a32489523,04/06/2012,False,,
799,c2378663650,SouthernBelle04,a32566723,04/08/2012,True,"pain, fussy, fussy","unclear, author_child"
800,c2378697131,kristitee78,a32566723,04/08/2012,True,reaction,unclear
801,c2378714999,pbencosme,a32589715,04/09/2012,False,,
802,c2378752719,ESweeter,a32595807,04/09/2012,False,,
803,c2378914408,luckyrabit,a32375413,04/10/2012,True,fever,author_child
804,c2378916912,Crysti1976,a32624671,04/10/2012,True,fever,author_child
805,c2379051968,CCYoung01,a31928549,04/12/2012,True,fever,author_child
806,c2379071592,kaylee+logan'smommy,a31928549,04/12/2012,True,regression,author_child
807,c2379116437,wtg's momma,a32656479,04/12/2012,True,reaction,author_child
808,c2379325261,Cinnababy15,a32687845,04/14/2012,True,fussy,author_child
809,c2379400633,kcva10,a32700781,04/15/2012,True,fussy,author_child
810,c2379444838,Elizabeth80,a32700781,04/16/2012,True,fussy,author_child
811,c2379567921,Judeluv3,a32729695,04/17/2012,True,"reaction, fussy",author_child
812,c2379618894,MrsBR,a32668013,04/17/2012,True,allergic reaction,author
813,c2379759167,JadieB,a32760433,04/18/2012,True,"fever, allergic reaction",author
814,c2379902088,Lillionna10,a32783197,04/19/2012,True,reaction,author
815,c2379912794,Tiggerlover75,a32778245,04/19/2012,True,fever,author_child
816,c2380267046,SheenaRuss,a32837955,04/23/2012,True,fever,author_child
817,c2380403427,almgypsy,a32848265,04/24/2012,True,seizure,author_child
818,c2380416498,KatrinaGrace04,a32848454,04/24/2012,True,reaction,author_child
819,c2380421040,atxlaurie,a32858644,04/24/2012,True,fever,author_child
820,c2380421112,corbinator,a32848454,04/24/2012,True,"lump, reaction","author, author_child"
821,c2380648614,magnusson0825,a32905219,04/26/2012,True,reaction,author_child
822,c2380742131,Pregger Wife,a32915923,04/27/2012,True,fever,author
823,c2380892009,jenandoso4boysmom,a32964925,04/29/2012,True,seizure,unclear
824,c2381178013,Marine_Wife17,a33044740,05/01/2012,True,reaction,unclear
825,c2381223035,Gina2008,a33055153,05/02/2012,False,,
826,c2381390298,hnkruk,a33010870,05/03/2012,True,fussy,author_child
827,c2381568308,triciafmomof7&count,a33136786,05/05/2012,True,reaction,author_child
828,c2381683269,MrsSLF,a33165037,05/06/2012,True,pain,unclear
829,c2381812939,Amberloca,a33168556,05/08/2012,True,reaction,author_child
830,c2381881214,LoveMyHusband2010,a33207847,05/08/2012,True,,unclear
831,c2381980530,electrizy,a33230578,05/09/2012,True,reaction,author
832,c2382443023,mscasey88,a33349987,05/14/2012,True,rash,author_child
833,c2382533793,delephant,a33356878,05/15/2012,True,seizure,author_child
834,c2382590208,kellyd2514,a33385390,05/15/2012,True,"fever, fussy",author_child
835,c2382591264,carlamm,a33385390,05/15/2012,True,diarrhea,author_child
836,c2382778253,carlamm,a33403825,05/17/2012,True,fever,author_child
837,c2382782826,i-like-ice-cream,a33431998,05/17/2012,True,headache,author
838,c2382798999,Jenna_85,a33434347,05/17/2012,True,fever,author_child
839,c2382799867,Niftee1,a33434347,05/17/2012,False,,
840,c2383113671,abinkley1,a33490693,05/20/2012,True,seizure,unclear
841,c2383686646,lilyare,a33576784,05/23/2012,False,,
842,c2383687762,mrsvendo,a33576784,05/23/2012,True,fever,author_child
843,c2383874880,girlsmylove,a33617782,05/24/2012,True,fussy,author_child
844,c2383879936,due2012,a33617782,05/24/2012,True,reaction,author_child
845,c2383883643,larissakissa,a33593818,05/24/2012,True,,unclear
846,c2384009050,Amanda_jo_,a33633178,05/25/2012,True,"reaction, fever",author_child
847,c2385096561,kbrady17,a33912754,06/05/2012,True,fussy,author_child
848,c2385106168,Crunchy Frog,a33916978,06/05/2012,True,lethargy,unclear
849,c2385759385,LaceD78,a34075285,06/12/2012,True,fussy,unclear
850,c2385821869,CakeMomma3,a34075285,06/12/2012,True,reaction,author_child
851,c2386678245,Logansmom2012,a34298299,06/20/2012,True,fever,author_child
852,c2386756543,boybaby11,a34314811,06/21/2012,True,,author_child
853,c2386875225,MrsBR,a34342783,06/22/2012,False,,
854,c2386951130,isadevon,a34338580,06/23/2012,False,,
855,c2387228367,BrittanyAnn4,a34425961,06/25/2012,False,,
856,c2387337862,monkeyfour,a34457485,06/26/2012,True,fever,author_child
857,c2387727833,Meia Noite,a34534873,06/30/2012,True,lump,author_child
858,c2387895638,ashfinthree,a34590955,07/02/2012,True,lethargy,author_child
859,c2387923699,8Dobsaya,a34595119,07/02/2012,True,fever,author_child
860,c2388217131,Shayrae02,a34634587,07/05/2012,False,,
861,c2388218134,JennieK,a34668484,07/05/2012,True,pain,unclear
862,c2388254868,agravley3,a34663102,07/05/2012,True,"fever, seizure",author_child
863,c2388290799,kotekanroo,a34625473,07/06/2012,False,,
864,c2388728606,Mo917,a34793233,07/10/2012,True,reaction,author_child
865,c2389118027,Kimberly602,a34888462,07/13/2012,True,runny nose,author_child
866,c2389142285,granoladiva,a34894075,07/14/2012,True,diarrhea,unclear
867,c2389165878,crocker11,a34899847,07/14/2012,False,,
868,c2389180801,jmoorx10,a34900711,07/14/2012,True,lethargy,author_child
869,c2389277162,simply_shilah,a34907248,07/15/2012,True,reaction,author
870,c2389322410,Taryncos,a34916602,07/16/2012,True,"fever, reaction, seizure",author_child
871,c2389464382,mluvnvw,a34908295,07/17/2012,True,reaction,unclear
872,c2389533427,Kimberly1407,a34988194,07/18/2012,True,reaction,unclear
873,c2389974988,leshawn1017,a35096128,07/22/2012,True,allergic reaction,author
874,c2390061980,KiaCristal,a35083114,07/23/2012,True,fever,author_child
875,c2390396422,ebrooke47,a35200885,07/26/2012,False,,
876,c2390455557,Motherof1inFlorida,a35189089,07/26/2012,True,reaction,author_child
877,c2390489265,Kiesha82,a35221660,07/27/2012,True,fever,author_child
878,c2391028450,Buffalove32,a35342998,08/01/2012,True,rash,author_child
879,c2391227121,leesarag,a35397289,08/03/2012,True,reaction,author
880,c2391638844,ams0124,a35508190,08/07/2012,True,runny nose,author_child
881,c2391806097,kdnahm,a35523124,08/09/2012,True,fever,author_child
882,c2391808163,fbratch,a35523124,08/09/2012,True,"fever, spot",unclear
883,c2392033995,akcsjc12,a35593726,08/11/2012,True,fever,author_child
884,c2392235865,mynewoctoberbaby,a35648446,08/13/2012,True,reaction,"others, unclear"
885,c2392312431,Sanchezgirls3,a35671912,08/14/2012,True,fever,author_child
886,c2392316655,kenswifeykins,a35671912,08/14/2012,True,reaction,"author, unclear"
887,c2392447618,ECS mom,a35698501,08/15/2012,True,fever,author_child
888,c2392540395,meride83,a35729611,08/16/2012,True,fussy,author_child
889,c2392625071,KieshaGraham,a35523124,08/16/2012,False,,
890,c2392753358,babymama090110,a35754883,08/18/2012,True,rash,author_child
891,c2392996218,JociStar,a35832778,08/21/2012,False,,
892,c2393001878,valeriecockrum412,a35844145,08/21/2012,True,"fever, lethargy",author_child
893,c2393005758,redcat6,a35832778,08/21/2012,True,reaction,author_child
894,c2393036205,Alyssablack08,a35851537,08/21/2012,True,allergic reaction,author
895,c2393112119,lrodegast,a35863510,08/22/2012,True,fussy,author_child
896,c2393266979,MamaBto3boys,a35908588,08/23/2012,True,allergic reaction,author_child
897,c2393271876,mommie&boys&girl,a35905342,08/23/2012,True,side effect,unclear
898,c2393930945,Jen13159,a36066049,08/30/2012,True,"lump, warm","unclear, author_child"
899,c2393964148,LTsGirl,a36073009,08/30/2012,False,,
900,c2394012024,BestestPrincess,a36012904,08/30/2012,True,,author_child
901,c2394080667,drahgonne,a36102541,08/31/2012,True,reaction,author_child
902,c2394528062,clair112782,a36213673,09/05/2012,True,reaction,unclear
903,c2394531336,jndavis307,a36213673,09/05/2012,True,fussy,author_child
904,c2394669953,christymnel,a36248785,09/06/2012,True,fussy,author_child
905,c2394773495,bhkyra,a36272020,09/07/2012,True,spot,author
906,c2394966308,stanciu22,a36317950,09/10/2012,True,lethargy,author_child
907,c2395001315,Megan0922,a36330745,09/10/2012,True,pain,author
908,c2395535864,oxyx,a36458524,09/16/2012,True,reaction,author_child
909,c2395538450,l.twix,a36458524,09/16/2012,True,reaction,unclear
910,c2395747467,JDLW,a36476131,09/18/2012,True,fussy,author_child
911,c2395806676,charlagayle,a36525331,09/18/2012,True,,author
912,c2396156141,kmalone34,a36583012,09/21/2012,True,fever,author_child
913,c2396468207,bbmakesthree,a36675211,09/25/2012,True,reaction,author_child
914,c2396748289,ktLOVESduchie&skooch,a36745795,09/27/2012,True,reaction,others
915,c2397236588,lustt24,a36726991,10/03/2012,True,fever,author_child
916,c2397380980,mamad2009,a36897178,10/04/2012,True,pain,author
917,c2397474656,danibaby1025,a36919090,10/05/2012,False,,
918,c2397519017,MonkeysMama0301,a36926521,10/05/2012,True,reaction,author
919,c2397532826,Fireslily,a36933280,10/05/2012,True,lethargy,author_child
920,c2397660577,jaxx_momm,a36956725,10/07/2012,True,fussy,author_child
921,c2397779318,SeasonC,a36991102,10/08/2012,True,side effect,author
922,c2397975400,loopykoopa,a37025215,10/10/2012,False,,
923,c2398097384,overseas mama,a37052026,10/11/2012,True,reaction,unclear
924,c2398178591,kjfeldner,a37056931,10/12/2012,True,fever,author_child
925,c2398342610,kotekanroo,a37086103,10/13/2012,True,reaction,author
926,c2398806977,SeasonC,a37226368,10/18/2012,True,reaction,author
927,c2399020026,1HappyMom09,a37267888,10/19/2012,True,reaction,author
928,c2399066140,GwendolyneK,a37267888,10/20/2012,True,pain,author
929,c2399271270,liney19,a37325479,10/22/2012,True,reaction,"others, author"
930,c2399983079,tamaraky,a37485100,10/29/2012,True,fever,author_child
931,c2400629188,utmommy22,a37647535,11/05/2012,True,fever,author_child
932,c2400631777,runningcrazy,a37647535,11/05/2012,True,fussy,author_child
933,c2400735926,bdmason,a37673680,11/06/2012,False,,
934,c2400845864,melina_duenas,a37695223,11/07/2012,True,pain,author_child
935,c2400923404,ValleriK,a37670014,11/08/2012,True,reaction,author
936,c2400956381,poison489,a37719376,11/08/2012,True,"vomiting, fever",unclear
937,c2400981791,briteyes88,a37724089,11/08/2012,False,,
938,c2400982461,XO_nutty_NIX,a37724089,11/08/2012,False,,
939,c2401087352,Nalee'smom,a37694710,11/09/2012,True,reaction,author
940,c2401354121,CalebsMommy0208,a37811173,11/12/2012,False,,
941,c2401413535,SFOMommy,a37816468,11/13/2012,True,"fever, pain",author_child
942,c2401467899,mkgreen1,a37816876,11/13/2012,True,reaction,author_child
943,c2402011310,greytmommy,a37966894,11/19/2012,True,allergic reaction,author_child
944,c2402059871,Jess201,a37968685,11/19/2012,False,,
945,c2402362845,Austinclucker,a38053213,11/23/2012,False,,
946,c2402417479,_Kellbell,a38045212,11/24/2012,True,reaction,author_child
947,c2402529536,momof3girls84,a38093188,11/25/2012,False,,
948,c2402851353,gailv83,a38151721,11/28/2012,True,"lump, spot","unclear, author_child"
949,c2402938793,m4love,a38168779,11/28/2012,True,diarrhea,author_child
950,c2402945434,DevonLAV,a38169211,11/29/2012,True,reaction,others
951,c2403262509,silas & josiah's mom,a38192587,12/02/2012,False,,
952,c2403410700,skittlesFTW,a38273977,12/03/2012,True,diarrhea,author_child
953,c2403415230,haysas,a38273416,12/03/2012,True,"reaction, pain",author_child
954,c2403529018,TigerLilyLask,a38297983,12/04/2012,True,fever,author
955,c2403566123,tsaulters,a38308420,12/05/2012,True,allergic reaction,author
956,c2403657328,tglee_13,a37584415,12/05/2012,True,,author_child
957,c2403673806,IrisFallenAngel,a38324827,12/05/2012,True,fever,author_child
958,c2404095852,cml1986,a38425495,12/10/2012,True,reaction,unclear
959,c2404254486,Lukesmomt21,a38461738,12/11/2012,True,reaction,author_child
960,c2404260337,anniewillfly,a38463676,12/11/2012,True,reaction,author
961,c2404511686,achipman08,a38517673,12/14/2012,True,fever,author_child
962,c2404627397,rekced,a37020454,12/15/2012,True,fussy,author_child
963,c2404988730,Pixy78787,a38631238,12/19/2012,True,reaction,author
964,c2405044395,Melody in my life,a38625379,12/19/2012,True,reaction,author
965,c2405070350,megalysia,a38646583,12/20/2012,True,pain,author_child
966,c2405275622,DrakeBaby1028,a38677669,12/22/2012,True,rash,author_child
967,c2405276088,Giulia1975,a38677669,12/22/2012,True,fever,unclear
968,c2405730160,nia403,a38805442,12/28/2012,True,"lump, fussy",author_child
969,c2405972159,newmama062010,a38859412,12/31/2012,True,reaction,author_child
970,c2405976155,melissa372,a38858674,12/31/2012,True,reaction,author_child
971,c2406059814,embre,a38848990,12/31/2012,True,,author_child
972,c2406154415,kris9701,a38897176,01/01/2013,True,reaction,author_child
973,c2406185800,NavagatingHolland,a38871571,01/02/2013,True,regression,author
974,c2406239980,DoubleL's,a38918416,01/02/2013,True,fever,author_child
975,c2407116831,jennaboo84,a39115687,01/10/2013,True,fever,unclear
976,c2407133169,SugarGrrrl,a39106477,01/10/2013,True,fever,author
977,c2407244291,seejanerun1,a39148435,01/11/2013,True,fussy,author_child
978,c2407339564,lakendra_91,a39169039,01/12/2013,True,"warm, fussy",author_child
979,c2407351241,Lex1011,a39168976,01/12/2013,True,fever,author_child
980,c2407365726,FinnMom76,a39174520,01/12/2013,True,"headache, fever, runny nose","unclear, author"
981,c2407381795,sayrah999,a39133750,01/12/2013,True,lump,unclear
982,c2407383703,Llfsmith,a39175150,01/12/2013,True,"pain, lump",unclear
983,c2407568572,moonpie523,a39218494,01/14/2013,True,"lethargy, fussy",author_child
984,c2407569831,jessicakeown,a39218494,01/14/2013,True,"lethargy, fussy",author_child
985,c2407597260,mjlewis23,a39221260,01/14/2013,True,reaction,author_child
986,c2407837727,my3boysrmyworld,a39282142,01/16/2013,True,fever,author_child
987,c2407896523,tcvt2001,a39290005,01/17/2013,True,reaction,author
988,c2408145834,PregoNew2me,a39332245,01/19/2013,False,,
989,c2408226885,Braxmama,a39368716,01/20/2013,True,fussy,author_child
990,c2408240444,ND Child Care,a39366370,01/20/2013,True,pain,author
991,c2408341423,sigmajanelle,a39368716,01/21/2013,True,rash,author_child
992,c2408377838,Cheekz2010,a39371722,01/21/2013,True,reaction,author_child
993,c2408450327,Seen99roots,a39348004,01/22/2013,True,reaction,unclear
994,c2408773674,bmlinko,a39492160,01/25/2013,True,"fever, fussy",author_child
995,c2409069748,button912,a39556396,01/27/2013,True,fever,author_child
996,c2409073848,WhimsicalWishes,a39556396,01/27/2013,False,,
997,c2409151950,meglo91,a39575233,01/28/2013,True,reaction,unclear
998,c2409475444,MzKeri,a39649117,01/31/2013,True,fussy,author_child
999,c2409742859,Aphroditesnightie,a39709765,02/02/2013,True,lump,author_child
1000,c2409967753,jrml98,a39732847,02/05/2013,True,rash,author_child
1001,c2410222911,alahnaa,a39821269,02/07/2013,True,lethargy,author_child
1002,c2410293756,Punkinluv,a33856582,02/07/2013,True,fussy,author_child
1003,c2410340409,agd_squirrel,a39846016,02/08/2013,True,pain,author
1004,c2410640937,jennvsd,a39917395,02/11/2013,True,allergic reaction,author_child
1005,c2410644289,Arfy77,a39909634,02/11/2013,True,"fever, lump, reaction",author_child
1006,c2410655812,cgpbuttrfly,a39916447,02/11/2013,True,fever,author_child
1007,c2410745987,amboyce,a39936742,02/12/2013,False,,
1008,c2410822746,elizawood,a39950194,02/13/2013,True,fussy,author_child
1009,c2411135029,tdc211,a40022596,02/16/2013,True,"pain, fussy","unclear, author_child"
1010,c2411273519,andromedababy1,a40057540,02/17/2013,True,fussy,author_child
1011,c2411456705,Everworld,a40102933,02/19/2013,False,,
1012,c2411522756,TorsoFruit,a40114789,02/20/2013,True,reaction,author
1013,c2411778885,leb09,a40153114,02/22/2013,False,,
1014,c2412124090,FabBettyWhite,a40257442,02/26/2013,True,fever,author_child
1015,c2412406589,MelissaAHMBL,a40318546,02/28/2013,True,reaction,"author, author_child"
1016,c2412918156,Isaac_and_Me_223,a40444981,03/05/2013,True,fever,author_child
1017,c2412921702,Meagan79,a40444981,03/05/2013,True,reaction,author_child
1018,c2413309816,TiffanyLynn51,a40536736,03/09/2013,True,reaction,author_child
1019,c2413401974,Alexa0831,a40563301,03/10/2013,True,fussy,author_child
1020,c2413482075,ReinaTheThird,a40583962,03/11/2013,True,pain,author
1021,c2413909285,brittdubs,a40683979,03/15/2013,True,,unclear
1022,c2414006941,usmcwife88,a40689037,03/16/2013,True,"fever, fussy","unclear, author_child"
1023,c2414533830,chemmommmy,a40818169,03/21/2013,True,pain,author
1024,c2414607110,monsterswife,a40843693,03/22/2013,False,,
1025,c2414968271,jlove38,a40912906,03/26/2013,False,,
1026,c2415238868,bnsparks,a40984480,03/28/2013,True,"fever, fussy",unclear
1027,c2415390860,Lukesmomt21,a40971175,03/30/2013,True,reaction,author_child
1028,c2415423669,andiemsh,a41026072,03/31/2013,True,fussy,author_child
1029,c2415525306,jjrobson77,a41046844,04/01/2013,True,"fever, rash",author_child
1030,c2415550534,minimac2,a41039443,04/01/2013,True,"pain, fussy","author_child, author"
1031,c2415556793,pennet,a41057587,04/01/2013,True,fever,author_child
1032,c2415576966,ehobson258,a41039443,04/01/2013,True,fever,author_child
1033,c2415595712,MommyRomag,a41057587,04/02/2013,True,fever,author_child
1034,c2415659374,klalynn4,a41077612,04/02/2013,True,"fever, fussy",author_child
1035,c2416112386,jen_mommy_of_2,a41180803,04/07/2013,True,"diarrhea, fussy",author_child
1036,c2416321870,corkyde,a41228596,04/09/2013,False,,
1037,c2416535362,OceanFlower27,a41249320,04/11/2013,True,seizure,others
1038,c2416588297,BabiDoll85,a41284249,04/11/2013,True,pain,author
1039,c2417252455,jenniferg33,a41436316,04/18/2013,True,fever,author_child
1040,c2417269908,SweetSecrets7702,a41433874,04/18/2013,True,lump,author_child
1041,c2417432647,missmystilettos,a41473474,04/20/2013,True,reaction,author_child
1042,c2417865953,Haven17,a41561365,04/24/2013,True,fever,author_child
1043,c2417991562,taramay1720,a41601202,04/25/2013,True,"fever, fever, rash, fussy",author_child
1044,c2417994678,*Farfalla0116*,a41597737,04/25/2013,True,fever,author_child
1045,c2418113377,naturgrl,a41595796,04/27/2013,True,reaction,author_child
1046,c2418128978,mom2babyjax,a41630581,04/27/2013,True,fever,author_child
1047,c2418157884,SummerFire,a41586601,04/27/2013,True,reaction,author_child
1048,c2418162115,Mrs_Brian,a41637550,04/27/2013,False,,
1049,c2418183952,costababies,a41642587,04/28/2013,False,,
1050,c2418218228,HazelKraze,a41646115,04/28/2013,False,,
1051,c2418630601,Mom2MadelynAmelia,a41742235,05/02/2013,True,"reaction, regression","unclear, author_child"
1052,c2419070893,atkinsch,a41830177,05/07/2013,True,"fever, rash",author_child
1053,c2419274657,Sandi2012,a41880502,05/09/2013,True,lethargy,author_child
1054,c2419714442,kmbjork81,a41990503,05/14/2013,True,fever,author_child
1055,c2419742691,jimandjess,a41998171,05/14/2013,True,lethargy,author_child
1056,c2420204488,lala8620,a42098398,05/19/2013,False,,
1057,c2420264451,4the1,a42111217,05/20/2013,False,,
1058,c2420479113,Lwestbrook23,a42160360,05/22/2013,True,pain,author
1059,c2420529361,hud62613,a42164647,05/22/2013,True,reaction,author_child
1060,c2420671692,queenrilly,a42202009,05/23/2013,False,,
1061,c2420719917,Reeshpiece2,a42212641,05/24/2013,False,,
1062,c2420740490,ksaunders827,a42212641,05/24/2013,True,fussy,author_child
1063,c2421940096,luvurletrzz,a42471421,06/06/2013,False,,
1064,c2421998816,poodytat,a42489397,06/06/2013,False,,
1065,c2422111157,purdy222,a42515914,06/08/2013,False,,
1066,c2422127305,Lis74,a42519802,06/08/2013,True,fever,author_child
1067,c2422291493,sarahpfritz,a42554722,06/10/2013,False,,
1068,c2422409612,leahjdw,a42579403,06/11/2013,True,reaction,unclear
1069,c2422410043,twylah_clemara,a42579403,06/11/2013,True,reaction,author
1070,c2422411549,dlangel,a42580558,06/11/2013,True,reaction,author_child
1071,c2422535746,Mystic26,a42609544,06/12/2013,True,"fever, rash",author_child
1072,c2422557002,kayteegirl,a42609544,06/13/2013,True,"fever, reaction",author_child
1073,c2422590332,jennaboo84,a42593203,06/13/2013,True,reaction,author_child
1074,c2422602681,jennaboo84,a42593203,06/13/2013,True,,author
1075,c2422603920,MegnEG,a42626263,06/13/2013,False,,
1076,c2422678076,Arfy77,a42517381,06/14/2013,True,reaction,author_child
1077,c2422678579,**jodi**,a42517381,06/14/2013,True,allergic reaction,author
1078,c2422788371,Samsmom12,a42666994,06/15/2013,True,fever,author_child
1079,c2422853589,tkay779,a42666994,06/16/2013,True,fever,unclear
1080,c2422941517,Spagan01,a42661162,06/17/2013,True,reaction,"unclear, author_child"
1081,c2422964719,ecitedmomma,a42707155,06/18/2013,True,pain,unclear
1082,c2422974774,yin69yang,a42711382,06/18/2013,True,reaction,unclear
1083,c2423004463,Griffin Mama,a42666994,06/18/2013,True,lump,author_child
1084,c2423065765,Soccer13109,a42731674,06/19/2013,True,diarrhea,author_child
1085,c2423185753,heartnut1,a42754042,06/20/2013,False,,
1086,c2423372390,twolilbratts,a42795379,06/22/2013,True,fussy,author_child
1087,c2423620237,ambarch,a42849538,06/25/2013,False,,
1088,c2423621309,dawn_245,a42851455,06/25/2013,False,,
1089,c2423992598,annehagemannnusn,a42933157,06/28/2013,True,fever,author_child
1090,c2424102043,Jamie32985,a42959524,06/30/2013,True,reaction,author_child
1091,c2424179540,Hisprincess08,a42978991,07/01/2013,True,fever,unclear
1092,c2424274012,davidsmandalina,a42996418,07/02/2013,True,fever,author_child
1093,c2424418894,popmonstrrr,a43031695,07/04/2013,True,,unclear
1094,c2424456878,Crashley85,a43043440,07/04/2013,True,lump,author
1095,c2424583368,oost2606,a43031695,07/06/2013,False,,
1096,c2424634317,kbgtigger2,a43079860,07/07/2013,True,fussy,unclear
1097,c2425195519,Mindymum,a43210954,07/12/2013,True,,unclear
1098,c2425210289,mosquitohuntress,a43213492,07/13/2013,False,,
1099,c2425374954,MaryRose506,a43032337,07/15/2013,True,reaction,author_child
1100,c2425519492,TaurusTe,a43289731,07/16/2013,True,,author_child
1101,c2425523030,jillybean720,a43276468,07/16/2013,False,,
1102,c2425601539,lhofacker456,a43304548,07/17/2013,True,,author_child
1103,c2425699430,cmuchrys33,a43032337,07/18/2013,True,reaction,author_child
1104,c2425808652,DanielleL8636,a43346335,07/19/2013,True,fever,author_child
1105,c2425921016,pupmomma1st,a43384561,07/20/2013,True,pain,author
1106,c2425927019,ilovethisbar,a43384561,07/20/2013,True,pain,unclear
1107,c2426023468,AfterCloudia,a43407883,07/21/2013,False,,
1108,c2426173502,CMoul001,a43439248,07/23/2013,True,seizure,author_child
1109,c2426464004,DiFagan,a43494358,07/26/2013,True,"reaction, lump",author_child
1110,c2426723158,kcdibona,a43558447,07/29/2013,True,reaction,author_child
1111,c2426809353,oneeyedpug,a43591480,07/29/2013,True,rash,author_child
1112,c2426840522,sagoodin,a43582627,07/30/2013,True,reaction,unclear
1113,c2427022791,angelinalynnjohnson,a43616887,08/01/2013,False,,
1114,c2427113329,Lady Spork,a43656436,08/01/2013,True,reaction,author_child
1115,c2427115574,Lady Spork,a43656436,08/01/2013,True,allergic reaction,unclear
1116,c2427143570,RitaP50,a43644103,08/02/2013,True,pain,author_child
1117,c2427146074,skatykats,a43644103,08/02/2013,True,lethargy,author_child
1118,c2427349971,Ruth119,a43715839,08/04/2013,True,rash,author_child
1119,c2427412133,banjocat,a43729996,08/05/2013,True,pain,author
1120,c2427841840,LoveMyMonsters,a43828051,08/09/2013,True,pain,unclear
1121,c2427882172,Laura-FTM,a43833871,08/10/2013,True,reaction,author_child
1122,c2427981855,MoonieMommy,a43858828,08/11/2013,True,pain,author
1123,c2428013304,RJSKC,a43869094,08/11/2013,False,,
1124,c2428013465,An1021,a43869094,08/11/2013,False,,
1125,c2428038314,Kej0805,a43874251,08/12/2013,True,fever,author_child
1126,c2428083937,bjones1027,a43868905,08/12/2013,True,reaction,unclear
1127,c2428310127,Mkmb782,a43941088,08/14/2013,True,pain,author
1128,c2428637601,TheScienceTeach,a44013259,08/18/2013,True,fever,author_child
1129,c2429208449,courtneypaige99,a44027608,08/25/2013,True,reaction,author_child
1130,c2429398253,Eloisejha,a44209915,08/28/2013,False,,
1131,c2429648165,mcha2020,a44254870,08/31/2013,True,seizure,author_child
1132,c2429652151,sarmarak,a44263141,08/31/2013,True,rash,author_child
1133,c2429833116,im_a_fairy,a44305588,09/02/2013,True,fever,author_child
1134,c2430077189,AmyHue,a44380894,09/05/2013,True,reaction,unclear
1135,c2430603208,Jjh5351,a44518489,09/12/2013,False,,
1136,c2430662663,MilaSpaulonci,a44532985,09/12/2013,True,fever,author_child
1137,c2430675762,NonsenseShoes,a44535856,09/12/2013,True,fever,author
1138,c2430681510,jarlaxe85,a44533531,09/12/2013,True,reaction,unclear
1139,c2430820984,Traym30,a44568394,09/14/2013,True,fever,author_child
1140,c2430899553,marriedmommy2012,a44590288,09/15/2013,True,reaction,author
1141,c2430929436,overseas mama,a44593156,09/16/2013,True,reaction,author_child
1142,c2431010653,jillybean720,a44585155,09/16/2013,False,,
1143,c2431025713,Arfy77,a44574874,09/19/2013,True,"allergic reaction, reaction",author_child
1144,c2431141990,Lyra Lackless,a44642518,09/18/2013,True,"reaction, fever",author
1145,c2431281629,CelticCurry,a44674219,09/19/2013,True,allergic reaction,author
1146,c2431747301,tsarastine,a44784397,09/25/2013,True,seizure,author
1147,c2431819388,najah79,a44801857,09/26/2013,True,pain,author
1148,c2432106696,Mommy2be1289,a44820472,09/29/2013,True,side effect,author_child
1149,c2432168243,sp3erin,a44870296,09/30/2013,True,fever,author_child
1150,c2432212656,JSB814,a44876974,09/30/2013,False,,
1151,c2432273302,angie3386,a44870296,10/01/2013,True,rash,author_child
1152,c2432361585,PrincessGlitter,a44920558,10/02/2013,True,pain,author
1153,c2432530629,FinnMcMissile,a44965219,10/03/2013,True,fever,unclear
1154,c2432566917,stormy96,a44973265,10/04/2013,True,,unclear
1155,c2432648037,Millie05mom,a44990233,10/05/2013,True,fever,author_child
1156,c2432801569,bbdtwins13,a45020869,10/07/2013,True,"fever, fussy",unclear
1157,c2432853402,excited4#2wy,a45037870,10/07/2013,True,fussy,author_child
1158,c2432946466,alaska_mom_01,a45032398,10/08/2013,True,reaction,unclear
1159,c2433019836,Lexiemumof4,a45074881,10/09/2013,False,,
1160,c2433193162,nafnoodle,a45113521,10/11/2013,True,fever,author
1161,c2433274807,hunbun86,a45128710,10/11/2013,True,fever,author_child
1162,c2433602840,Hazelfaery,a45203470,10/15/2013,True,reaction,unclear
1163,c2433729435,MomToTwins+one,a45232366,10/17/2013,True,lethargy,author_child
