,thread_title,thread_id
21972,why aren't you doing it?,a24192833
21975,MIL refuses to get a flu shot,a29704073
21976,dreading side effects,a53207518
21978,Food Allergies and vaccination,a10013045
21979,What will the next big controversial topic be after rice cereal is a thing of the past???,a54709387
21980,Is my babys ped lieing to me?!!,a31754229
21981,delayed vaccinations,a24797225
21983,Do you love being a Momma?,a62930974
21987,is It safe to have animals visit the house?,a68140174
21988,"Is it fine LO gets his 6 months vaccines, until he's 7.5 months?",a34667326
21990,"Worried about weight gain, please help.",a54705871
21994,Vaccine fussiness?,a28527467
21995,Baby hasn't left the house.,a58001800
21998,Anyone elses baby sleep excessively after 2month shots?,a60737272
21999,Evil DIL “ripping apart the faaaamilyyyyy!”,a32964925
22000,Reaction to rotavirus vaccine,a51342448
22001,Chicken pox after vaccine,a24620435
22002,Reality check,a65402491
22003,Tylenol/Vaccines- question,a21825907
22004,Long! 36 weeks pregnant and MIL is beyond irritating!!,a53307901
22007,For those refusing to vaccinate,a28385051
22009,Dtap vacccine.,a48092554
22010,Glucose test and Tdap,a60265150
22011,Mandatory wait time between vaccines,a17352165
22015,"Wow, I wish someone would make a thread",a50473471
22018,Pertussis Vaccine for adults around your LO's?,a24972501
22019,Tics or seizures?,a36990529
22020,Any side effects from Hib vaccine?,a22755349
22022,Birthday being unreasonable?,a61190731
22023,Pertussis,a54559867
22027,PDA Closure,a66050875
22028,Abortion? What's next?,a32805057
22029,Vaccinations,a41451283
22031,"Forgive Me BBC, For I Have Sinned...",a53346202
22032,"I guess I'm a ""chewy"" mom ;-)",a30002683
22036,12 month vaccinations,a27610727
22037,DTaP question,a27095227
22038,Naval Hospital (and mom) fail...kinda long.,a37025215
22039,my husband pisses me off..I sent email about tdap,a50833588
22040,baby just had his 2nd month vaccine,a46599085
22041,whooping cough..any experience? *update*,a50934187
22042,Vaccination,a47359261
22044,6 week PP check up (c section),a65382343
22045,Who does delayed shots?,a61495315
22049,Vaccine Delaying Mamas - a ? for you,a21488543
22052,Tdap - good for how long??,a39701068
22054,Vaccinations,a13311425
22055,MMR Vaccine rash?,a31594835
22056,Upcoming MMR,a30487547
22057,Dr said I need rubella vaccine,a30930805
22058,When will the Judging of another MOM stop?,a51987709
22060,Breastfeeding and Rubella vaccine,a32773349
22061,What do crunchy moms do for a living?,a52915759
22062,Taking baby abroad,a63599665
22063,Flu shot,a67195741
22064,LO too young for the flu mist vaccine?,a30626219
22066,Who gave you your flu shot?,a64671001
22068,Am I being unreasonable/selfish? Opinions please,a51355033
22069,Baby Vaccines,a48236146
22070,Out of control,a61018927
22071,Alicia Silverstone wrote a book,a49319584
22072,be honest,a54624373
22073,Do we really need the rotavirus vac.?,a47581468
22075,If you are not getting RotaVirus vaccine or undecided,a11180945
22076,Vaccines and sleep?,a38960641
22077,ITP is back! :( now what do we do?,a56219629
22078,"H1N1 Vaccine...Thimerosal (I know.. I know not another one, but I really need opinions)",a17748115
22079,Not trying to start a debate...,a24237261
22080,Team Peluso Could use your support,a36651256
22082,Flu vaccine?,a17744335
22085,When/How to set boundaries with SIL? update p3 p7 fight with DH and SIL,a48185767
22086,"Natural remedy? Blocked tear duct-STILL, 8.5MO",a65343397
22088,Any Mainstream moms?,a37980682
22089,Help please!!!,a59682568
22090,Too old for the rotavirus vaccine?,a35600290
22091,What is going on with me today ?!?!,a63164248
22092,Threw In The Towel,a53964934
22094,Line for H1N1 vaccine,a18692805
22095,How do you handle the vaccines issue?,a6863095
22099,Do you guys buy baby food or make your own? (Poll),a55725976
22100,German Measles outbreak at work,a49163332
22103,Instead of hijacking: Vaccinations,a27602131
22104,pertussis vaccine - ok to nurse?,a25157303
22105,The vaccination question,a22190519
22106,Vaccine Reaction...,a29247301
22107,The Nurse got HER blood on my son during shots!!,a49881538
22109,Anybody else opt out of the Rotavirus vaccine??,a5891375
22113,PBS show on vaccinations,a22485087
22114,Warning - controversial - Aborted fetus cells in vaccinations,a8212715
22115,Flu vaccine side effect? Or something else? Plus a little vent.,a36399658
22118,Vaccines - btdt moms,a38477872
22120,can i still get flu vaccine?,a27795197
22121,"tdap, pregnancy, whooping cough, and ""cocooning""",a40508413
22122,MMR,a63376453
22123,Who has not had and/or plan to get Whooping/Pertussis Vax??,a28625047
22125,"post-vaccine diaper rash? Help, please!",a27174391
22126,Spacing out Vaccinations,a3331775
22127,Toddler swallowing foreign objects,a67797973
22128,I misseddd Her!!!,a60618226
22131,Big sister at 2 month appointment,a67461520
22132,Measles at Disneyland-UPDATE,a54828637
22135,I'm done being nice. Warning - link is to a very sad story.,a24815901
22137,4 month visit-vaccines,a24762981
22138,RSV Vaccination,a15269005
22140,Interesting Flu Mist Fact - PSA,a39496018
22141,Why do I need the whooping cough shot again?,a60140641
22146,Vaccine Question...,a24629129
22153,Insurance Annoyance - TDAP,a57838903
22155,vaccines at 2 month appt,a19372485
22159,OT: Please help me not freak out! My dogs attacked the neighbor’s dogs! LONG,a52552819
22165,"Guess what guys... I'm a ""bad mom""!",a50919250
22167,Fraud at the CDC - Autism and MMR,a51970903
22168,H1N1 Vaccine,a16501895
22169,H1N1 vaccine ~mandatory~ at the CDC now,a19019725
22170,Opinions please,a63237982
22172,H1N1 VACCINE,a14604265
22173,Spreading out vaccinations?,a30702671
22175,Judge away!,a52999258
22177,Baby Products,a27421689
22178,Tdap during pregnancy?,a51479119
22179,WWYD - friend dilemma,a60976261
22181,FTM..Nervous about my baby's first shots!!,a59675581
22183,anyone else delaying circumcision?,a53783452
22184,what was that liquid they put in her mouth for her vaccines?,a29583683
22185,Vaccines and Lead Test??,a20710815
22186,Pertussis vaccine,a33553264
22187,Measels Outbreak.. anyone else scared too?,a54896554
22193,Daycare kicking us out Due to immunizations,a56159758
22194,Post Vaccination: How Long Does the Fever Last?,a52745650
22195,"When is it ""safe"" to visit nursing home with newborn?",a45177616
22196,Pediatrician/Vaccination vent! Grr!!!,a13350035
22197,Whooping cough vent,a46550812
22198,Discussion: Will you let your LO get a flu shot this season?,a52349401
22199,TDAP Risks?,a40882999
22200,Hep B newborn vax,a62654317
22203,Pentacel,a31973097
22204,Worried about Whooping Cough Outbreak,a34921795
22205,The Dangers of Baby Vaccines?,a36263041
22207,Older kids bringing sickness home,a67781722
22208,Vaccine schedule & reflux,a11066005
22209,Vaccine Question,a15638535
22211,Third hand smoke?,a67464088
22213,Hard to believe ASD could be genetic,a62755294
22214,my LO became unresonsive today...,a42742969
22219,2 month vaccines effect bladder?,a54119911
22220,2 Cases of the mumps reported,a55204708
22221,Hanging out with unvaccinated kids,a45845704
22225,Did you get the Swine Flu Vaccination?,a16791555
22227,Please give me a good reason why you don't vacc.,a35267779
22228,crunchy ways to boost immunity?,a36743242
22230,Alternate vaccine schedule am I the only one?,a8831805
22233,new here...hoping to find advice/suggestions,a46623115
22234,Should I worry about this?,a61717159
22240,Anyone's baby never been sick yet? *poll!!*,a55176112
22241,Where's my crunchy granola moms at?,a54632929
22242,Somebody tell me Im not overreacting.,a43864726
22243,Holidays with a newborn… questions,a59092354
22245,Will you get the Hepatitis B vaccine?,a2055935
22248,Got my h1n1 vaccine today,a16767475
22249,Hives on 2.5 month old,a62657029
22250,Spreading out vaccines?,a25693537
22253,Red eyebrows (DH is an over anxious FTD),a50226592
22254,OT-question about shingles,a64121368
22256,Overprotected LO?,a59841970
22257,Anyone thinking about vaccines yet?,a10512285
22260,OT: *Possible TRIGGER* is what we did right? (Re: dog bite),a60058456
22262,reaction to shot or flu?,a54825238
22264,For LadyLuxe and all the rest on bedrest: Confessions,a56007289
22265,polio vaccine,a20218545
22266,How much whiskey for teething?,a58032550
22267,Dr. is pushing for h1n1 vaccine,a22267885
22271,Vaccines?,a46882204
22275,MMR or coincidence?,a55004242
22276,H1N1 vaccine while ttc?,a21404507
22277,Interesting on rxn statistics,a42924928
22280,Pets ( trigger),a62994208
22281,Friends who don't vaccinate,a55499548
22284,The life cycle of a birth board,a57519550
22286,Prevnar 13- Vaccine? Anyones DS or DD have a severe reaction?,a30749787
22287,36 week check up,a67628053
22290,Vaccinations,a13617975
22292,Taking children away for extended BFing,a231315
22293,Pertussis Vax Vent,a41693383
22296,H1N1 Vaccine,a14074855
22297,preservative free seasonal flu vaccine?,a16299835
22300,Tylenol before shots,a66999433
22301,Seizures/Vaccines,a23106181
22303,Tdap Vaccine... arm hurts like crazy!!,a49524235
22304,POLL--Please Vote if you Selectively Vaccinate or Don't Vaccinate your LO,a4233235
22306,swine flu vaccine- who is getting it?,a15240965
22307,?? for non/ late vaccinaters??,a21797643
22308,HPV vaccine and conception?,a39052858
22309,An alternate whooping cough (pertussis thread),a35076304
22310,I was never vaccinated as a baby...,a23800327
22311,What's the name of that new Oral vaccination? And have you giving it already to your LO?,a6460525
22312,Please Help! MMR/Rash/Sleep?,a51191935
22313,Swine Flu Vaccine,a15217175
22314,Just a vent...not a debate!,a23505577
22317,vaccinations????,a12558375
22318,vaccinations,a22010325
22320,PETA being sued for 7 Million USD,a60206641
22321,Please look at this bruise **pic,a62451421
22323,Anyone get the H1N1 vaccine yet?,a17001225
22324,shots today and doctor pressure.,a49126285
22325,Whooping cough shot?,a59947189
22326,H1N1 vaccination advice,a18569585
22327,flu vaccine anyone?,a14217575
22328,Dr. visits so brief!,a57325903
22330,2 month vaccines?,a32173263
22332,Men B Vaccination,a62153638
22333,"Allergist appointment, what to expect",a63970840
22336,Synagis - RSV vaccine,a38588665
22339,Important Lesson,a48310693
22340,"vaccine reaction, normal?",a45955270
22342,MSPI and vaccines,a44236258
22344,Baby gets vaccinated tomorrow,a32290333
22346,vaccines fact or fiction?,a4543245
22348,"Line betweeen My Body, My Choice, and Society Should Support Me",a40760161
22350,Graduations party at aunts but Grandmom has shingles,a50281294
22351,MMR vaccine...,a23194227
22354,Delaying Vaccinations?,a24472547
22355,H1N1 Vaccine linked to increase in miscarriages?,a26179731
22357,Tetanus vaccine at 36 weeks?!,a27129661
22359,vaccine reaction?,a34741684
22360,Why can't they make more medicine safe for pregnant women,a64222258
22365,question about hep B vaccine,a27288551
22366,OT: alternate vaccine schedule,a33838537
22369,So apparently this isnt a thing?,a61737442
22374,How does your LO react to vaccines,a40948195
22375,Any Mass moms concerned about H1N1 vaccine? Speak up about your rights,a15607295
22377,Primary dr/Vaccines,a58442563
22378,4 month vaccines...,a21360965
22379,"Eye ointment, vitamin k, hep B",a58422172
22380,Whooping cough vaccination?,a32948266
22381,Whopping Coough Vaccination,a33898324
22382,Maybe I'm just too picky with babysitters...,a42187753
22383,6 month check up today,a63581452
22385,Vaccination?,a26096489
22386,Flu Vaccine- Side Effects??,a29722953
22387,Vitamin K shot,a59069626
22388,Whooping cough...,a39954883
22389,Hep A vaccine? (Poll),a5768495
22393,12 month vaccinations?,a27961283
22394,Rotavirus vaccine,a31265293
22395,If you were patient zero,a54979606
22397,HPV Vaccines for pre-teen/teen girls - Yes or No?,a55255
22398,Mumps outbreak,a62909383
22399,Mandatory hospital policies for your baby???,a21593305
22400,Just when I thought I knew everything about H1N1,a15734705
22401,normal?,a57610273
22402,Vaccines,a18604575
22403,Did I do the right thing? Or did I cross the line?,a44907031
22404,Rotovirus vaccine,a17625215
22405,1 Month Vaccinations,a23121649
22406,Tylenol for Vaccinations and Sleep Positions,a26252933
22409,Decisions we have to make for our baby..,a61271434
22410,Did you get the flu shot?,a38904715
22411,Rotavirus Vaccine,a31556963
22414,Question about my unvaxed nephews.,a29160287
22415,The Right to Homeschool,a50452105
22416,Pertussis (Whooping Cough) Vaccination,a12720295
22418,Autism group relaxes stance on Vaccines,a13638175
22420,tired of shower post vent!,a51093169
22421,My Worst Fear Just Happened,a59337199
22422,Pertussis vaccine,a36418336
22424,Wish me luck...,a68191024
22425,TDAP,a56761924
22426,Anyone spacing vaccines?,a26281671
22428,Vaccine side effects? Help!,a1785495
22430,Vaccines and eczema,a39107851
22432,This superior mom thing is annoying! Vent,a60965335
22433,"Looking back on our 2nd year together, a poem",a66499612
22434,Dr. BHB,a64563619
22436,No longer immune to Measles,a63014869
22438,RSV Vaccine,a30608229
22439,"""I don't care what the sanctimommies think!"" What's yours?",a49609861
22442,to continue with vaccines or not.,a24327823
22443,did u get the vaccine for h1n1?,a17756445
22444,Autism,a60204316
22445,Can't decide what to do-h1n1 vaccine,a17348915
22446,"Non vaxing, and daycare",a31023329
22448,I'm worried about LO. WWYD? Long.,a42098398
22449,"The Flu - a PSA, sort of",a47155267
22450,Measles Outbreak- Northeast,a48381634
22451,Vaccine (me not baby!),a35018065
22452,FIL has the flu,a61838689
22456,Flu Vaccine,a24477149
22457,free vaccines,a39848632
22458,Flu vaccines,a15310995
22460,"vaccines...not to start a debate, but...this is an issue",a1836895
22462,vaccination reactions?,a6019275
22463,Chicken Pox Parties,a5195575
22464,Fetal material in vaccinations?,a24249989
22465,She did NOT just post that!!!,a15282855
22466,Having such a hard time deciding...???,a59251843
22467,Sears Vaccine Schedule,a23012801
22468,Debate my vet.,a58258078
22469,8 Week Vaccinations,a22525153
22470,"What is this? Chicken pox, chiggers, or HFM? Pic included",a58575766
22471,shots while pregnant?,a48608947
22476,Inconsolable around same time every night due to gas??,a58580545
22478,Question for the non-vaxers,a35023162
22479,Article on Vaccinations,a45048523
22480,Dog scratch,a66729406
22481,Sip N See,a62264692
22484,H1N1 Vaccine?,a16989975
22486,H1N1/ Swine flu vaccine ??? anyone doing it ???,a13008635
22487,Your Thoughts on Vaccincations..,a48383458
22489,Taking folic acid makes babies gay!,a54342217
22491,The vaccination talk AGAIN,a21275705
22493,DH's flu vaccine (vent),a16425435
22494,Need help with a school question,a38211733
22495,Opinions on Vaccinations,a21333431
22496,Did you hold your LO during vaccination?,a30125121
22498,Possible reaction to H1N1 vaccine,a20653425
22500,Flu shot *poll*,a45539509
22501,Different Parenting Styles,a64213999
22502,Pertussis & Vaccinations,a23709235
22505,Feeling sick after H1N1 Vaccine,a17643865
22507,Reactions/sick from 2-mo vaccinations?,a14924105
22508,FAQ - Check Here First!,a57190666
22509,*Pertussis* whooping cough any LO caught it before being vaccinated?,a33087019
22510,pertussis vaccine,a32846039
22511,Vaccination info- need help!,a32601673
22513,Swine Flu Vaccine,a14437646
22515,"Thank you, 2 month vaccines.",a52980766
22516,pediatrician/delayed vaccination schedule,a22296511
22518,MMR vaccination,a2481125
22519,Husband wants to keep baby in a bubble forever! I think I can BARELY stand him..,a49233883
22520,Vaccines today..wish me luck!,a17473675
22521,Opinions on trip,a61349461
22522,chicken pox vent,a61157968
22523,bumps after vaccines,a32848454
22525,Flu shot for siblings,a59805010
22526,Vaccines: For caregivers? Which one's? Any?,a29119869
22527,How soon after vaccinations can babies develop fever?,a40257442
22528,Please help me calm down,a54974734
22530,What procedures will be done to your newborn right after birth?,a40952686
22531,I'll be having an August baby... w/ added drama!,a58215445
22534,Is your LO's ped 100% for every vaccine?,a30071395
22535,Vaccinations and sleep,a25760995
22538,Hep B Vax ?,a61031644
22541,One Year Old Vaccinations,a31028615
22542,S/o- Vaxing...,a35064202
22544,CDC Scientist Admits MMR Autism Link?,a52012069
22545,One time pediatrician visit,a66409543
22546,Tdap...do you get it or not? Poll.,a60242611
22548,TDAP during third trimester?,a51062959
22550,Flu vaccine,a34214428
22551,Flu shot for LO? POLL,a59668432
22553,What Time Do Your LO's Go To Sleep/Wake Up?,a52194307
22557,Flu shot,a45343012
22559,Question about BF and flu vaccine,a29843975
22560,My Doc. said Vaccines at 7 weeks is too young.,a21400865
22561,adult pertussis vaccine?,a23368731
22564,Asked MIL to get tdap vacc,a62126827
22567,Vaccines?? Are you getting all of them on schedule?,a9481125
22568,Pox party? Non vaxers?,a51815167
22569,dh losing job,a62188588
22570,Vaccines for our newborns in the coming months?,a8580645
22571,Whose Idiot works at my doctor office?,a41555410
22572,How 'bout them shots??,a62007982
22573,"Controversial Topic about Vaccines, a must see for mums.",a23064989
22575,36 Vaccines?,a8739955
22576,My husband doesn't get involved in any of the more important decisions,a62957419
22578,Let's keep this nice: Fraud in Danish study linking Autism & Mercury,a30023051
22579,Gosh. Flu season is here. Flu shot anyone,a44735215
22580,Anyone skipping the MMR?,a53438209
22582,Starting a debate,a24393955
22584,Poll: Getting Flu or H1N1 vaccine?,a17130485
22586,Official 2 month stats!,a59715343
22587,vaccine dilemma again,a2526615
22588,The Drs- Vaccines,a8945565
22591,vaccinations,a25251353
22594,Chicken pox vax,a30116479
22595,H1N1 vaccination - have you changed your stance?,a16388795
22596,Did you cry when your LO got shots?,a60754729
22597,H1N1 and Flu Vaccine??,a14094165
22598,H1N1 Vaccine,a14437426
22599,Vaccinations,a44240050
22603,Is it common for Mormons not to Vaccinate?,a26091233
22605,People not knowing how to do their jobs have put my baby's life at risk.. (possible trigger),a37985080
22607,Certain debates attract certain posters...,a51472489
22608,Has anyone received the swine flu vaccine?,a17039815
22613,Measles - Mandatory Quarantine,a56673241
22614,TDAP?,a49236034
22615,Opinions on getting the Flu vaccines?,a15591595
22618,This American Life - Vaccination story,a3551145
22619,Vaccines for our Jan 2008 babies,a8984705
22620,Wait time at the doctors office..,a60933253
22621,SIL Requiring TDAP shot to hold newborn,a38271319
22624,Swine Flu Vaccination?,a14094145
22629,Reaction to MMR,a41057587
22630,2 Month Vaccines,a39168241
22631,MMR at a later time,a64198717
22634,Child care at the gym???,a56380852
22637,How did you become crunchy?,a61879435
22638,Whopping Cough and in-laws,a35300245
22640,What's your baby's vaccination schedule??,a18567505
22641,Vaccine reaction,a33399733
22646,Worries,a54847402
22647,The little things...,a58366897
22648,Should we give LO tylenol before getting vaccines?,a23775077
22651,Help!! Scabs still,a67717279
22652,Delayed Vaccine question,a47931184
22653,whooping cough 3rd trimester,a62031745
22654,An Outbreak of Liberal Idiocy,a52951909
22656,H1N1 vaccine for you LO?,a15984375
22658,moms get flu shot- babies benefit,a17588555
22659,Feeding eggs before the 1 year old vaccines?!,a27896731
22662,If you are not a doctor....,a29581611
22663,Swollen and really red where got vaccine... Is this ok?,a21299627
22664,Baby Twitching after vaccination.,a45200749
22665,Flu shots and pregnant,a59441095
22667,Are you getting a Flu Vaccine?,a14509335
22669,6 month shots,a57841024
22671,Vaccines,a35139736
22673,Terrified to get Vaccines!!,a3415735
22674,Whooping cough spreads / Parents refuse vaccine.,a42606649
22678,Vaccinations,a25764193
22679,Delayed/Staggered Vaccinations,a22968993
22680,"DF's past causing problems. *Triggers* U/D pg6, pg9",a49871236
22681,Can we stop?,a53992264
22682,What do you believe caused your child's ASD dx?,a27085465
22685,Whooping cough vaccine?,a4612425
22686,Help me!,a46045042
22687,Can we find another dog a home?,a59845315
22688,Pertussis Shots,a58074169
22690,She got her ears pierced yesterday...PIC,a51129247
22691,MMR shot...opinions?,a37515871
22696,Fever After 2 Month Shots.. Help!,a64475785
22698,Feeling like a horrible pet parent,a63666781
22699,Need info from anyone who works in a pedi office..,a27155205
22700,Vaxs,a52518469
22702,Autism,a54634141
22703,Behind on vaccinations...,a34101772
22705,"Eczema...Anyone else using Elecare, steroid creams and Benadryl?",a55618039
22707,Difficult Decision!!!!,a29011689
22708,hep B vaccine,a28199299
22709,Flu Vaccine with Latex reactions,a24670205
22710,CDC report i found to be interesting...,a40849693
22712,for anyone who isnt getting the vaccination or is unsure..,a17144485
22713,Tdap - Whooping cough shot,a46324732
22714,Baby does HORRIBLE after vaccinations,a26842687
22716,Question about the frequency,a62494351
22720,missed 12 month checkup,a49553515
22722,"Dear parents, you are being lied to.",a49040908
22724,Vaccinations on the Today Show,a30474201
22725,Hepatitis B vaccine after birth?,a21227505
22729,alternate vaccination schedule?,a1546835
22730,Vaccine shot fussiness ??,a21148773
22731,wow!!!,a16821235
22732,Piercing Baby Girl Ears,a62820481
22735,my mom refused to get a flu shot but wants to stay here for a week!,a25244987
22737,Alternative Vaccine Schedule,a34136818
22738,2 month vaccines,a48161173
22739,Anyone going with an alternative vaccination schedule for their baby?,a15241355
22740,How do you get your lo to take Tylenol?,a61410571
22741,MMR vaccine POLL (not a debate just curious),a22337007
22742,S/O Vaccine for Cancer,a34927207
22744,Which vaccines are a must?,a34372090
22747,For Those Who Do the Flu Vaccine,a29055069
22749,Vaccines.. again,a17921495
22750,Flu prevention,a67583356
22753,Hib Vaccine failed?,a2698395
22755,for those that delay vaccines...,a22720593
22756,Recalled H1N1 vaccines...who hates me?,a20035035
22758,lethargic after rotavirus vaccine,a33613400
22759,Mucous in stool?,a66549991
22760,OT: food stamps,a63970078
22763,UPS left my gate open...,a54698104
22765,Is this from the MMR vaccine?,a32775929
22766,Moms who started out overweight,a53902933
22767,Flu vaccination,a14713795
22770,Chicken pox vaccine,a30030457
22771,underweight and heavy sleeper here!!,a66633988
22772,H1N1 vaccine,a17814735
22774,HPV vaccine,a8062395
22778,school and vaccination record Q and another Q,a23742059
22779,H1N1 Vaccine at 5 weeks?,a18586595
22780,TDAP,a61357750
22781,LO only got 3 dose of HIB vaccine???,a11745115
22783,Traveling to South America,a66811603
22786,Pertussis vaccine,a22555155
22787,No TDaP due to allergies... precautions?,a64317862
22788,for those of u delaying vaccines,a30123819
22791,Corn? Help!! :-(,a64463125
22792,What would you do? (Tdap question- but not the normal one),a54548188
22793,Drama Llama,a52206094
22794,Crunchy Mamas Unite! (Chewy Mamas can come too!),a56496382
22795,Influenza A,a65851126
22796,Some flu shot info,a36906874
22797,Info on H1N1 Flu,a15647525
22799,vaccinating,a32788227
22803,Shingles,a63073030
22804,Immunizations?? Please help,a46028461
22805,Topics to Avoid ( if you aren't up for a fight),a46881652
22806,FLU vaccine and BF..is it safe??,a24712603
22807,I cried like a little girl.....,a52724383
22809,H1N1 flushot dilema. PLS HELP!!,a29824513
22810,Cat Bite :(,a61215214
22811,Dr bhb what's on my 12 mo old?,a63681571
22812,Need advice and help! Vaccine reaction?,a44294155
22814,Please tell me I'm doing the right thing to my lo...,a60282442
22815,Swine Flu - Updated Info,a8609425
22816,MMR Vaccine Reaction,a26321633
22817,Looking for a more holistic Pediatrician,a31350759
22818,H1N1 Vaccine is it a good idea?,a16953475
22822,Momma's in the Medical Field!,a45959644
22823,Vaccine Pressure,a4030935
22824,Good H1N1 Article...,a15226305
22829,VAccinations 4 months,a24357803
22830,DH has the flu - what should I do? **UPDATE PLEASE READ IF EXPOSED TO FLU**,a61389871
22831,Autism inquiry???,a30416343
22833,Please pray for health care workers in NY state....,a24538537
22835,Vaccination Reaction - Anyone else?,a28040541
22837,2 month Vax! advice & input,a48068212
22838,Two month dr visit FTM,a61217386
22839,Are you giving your reflux baby the flu / H1N1 vaccines?,a19607015
22841,Flu and Tdap Vaccinations,a43956118
22842,Question about TJ's reaction to the MMR vaccine,a24905831
22844,October 2013... I can't!,a48971569
22845,pertussis vaccine,a34725205
22847,Does one parent have sole decision rights?,a24078793
22848,meningitis vaccine yay or nay,a38494906
22851,2 month vaccines. Visiting from June 2012 BC,a34996231
22853,reliable vax info?,a30482611
22856,Ftm flu shot?,a59607376
22857,Re: all the Mean a Girl posts,a54673711
22858,Transition to Crib,a62464261
22859,Travelling overseas and vaccinations,a33107251
22860,If your ex presented this situation...,a45386986
22862,My parents refuse to get their TDAP shot. What should I do?,a56206411
22863,Is pulling a child out of school overreacting?,a17639925
22864,rules for holding my newborn,a56048896
22867,Vets/Vet Tech/Cat People Question (feline death),a60625444
22868,My dog may be on his way out *trigger,a55496323
22869,What keeps you on the Debate Team/Baby Center?,a49668238
22871,circumcision poll,a62196898
22872,Speaking of... chicken pox.,a61293970
22874,Medical Insurance. Semi long.,a58644718
22876,Herd Immunity- Medical Ex Only States,a36735610
22878,Swine Flu Vaccine,a14638755
22879,Questions about 2 month shots,a64968637
22881,approach the topic of vaccinations with my kids dr,a49281601
22883,2 month shots today,a60284449
22884,Vaccine HELP,a35002156
22885,6 month flu shot...,a57364495
22887,WWYD? OBGYN,a57102127
22888,Is anyone else using Dr. Sears Vaccine Schedule?,a12934415
22892,H1N1 vaccine?,a16708955
22893,"sudden, horrible eczema flare-up post immunizations",a22257279
22894,Hubs giving grief about TDAP and MMR shots,a55213036
22895,taking newborns to the mall???,a51370390
22897,What would you do?,a22472407
22899,Vaccines and fever,a39115687
22900,OT- Moms of girls and Gardasil vaccine,a16875365
22901,just wanna say,a51799003
22904,"I hate the ""adult pertussis vaccine"" commercial.",a29474289
22906,Flu Shot? Opinions?,a51567892
22907,Thimerosal in Vaccines,a32496617
22908,Travel Vaccines While Pregnant,a52817083
22909,H1N1 and regular flu vaccine..,a16266765
22910,Swine Flu Vaccine,a15304395
22911,H1N1 Vaccination,a14853185
22915,Vaccine reaction.~ not a debate,a32495449
22917,Chickenpox vaccine reactions?,a32413807
22920,confused - what to do about the swine and flu vaccines?,a15501085
22921,Too Dedicated,a64064044
22922,Whooping Cough Outbreak in California,a23711099
22923,Feeling forced to get flu shot :(,a52981555
22926,Pertussis vaccine for adults...,a28499121
22928,Disagreement with vaccinations,a48993463
22929,Vaccines *poll*,a29129095
22932,Doctor delayed shots?!,a55363705
22933,Thought Easter would be peaceful...*triggers*,a49347334
22935,Husband stays with newborn?,a58642936
22937,Cps called bc of delayed vax... Updated,a33471553
22938,Healthcare,a59552020
22939,Flu Vaccine,a30040047
22940,FTM and Dtap question,a29632051
22941,12 month Vaccinations,a21397315
22942,"Am I being unreasonable? Update pg 4, 6, 9 new update 15",a46921162
22943,Flu Shot or Not?,a53772928
22946,FTM had a reaction to pertussis vaccine as a baby,a60662086
22948,4th month vaccines,a28433023
22950,Diagnose my daughter (she has been seen 3x FYI!) UPDATED p6,a41156719
22951,H1N1 Vaccine,a14455565
22952,Life cycle of a birth board,a56481781
22954,Alternative Vaccination Schedule,a21705995
22955,Is my FOO the real problem or is it just me?,a67183564
22961,Anti- vax outside of the Unted States,a36830887
22962,nervous about vaccinations!,a23403359
22963,2 month appointment stats,a65184136
22964,hep b vaccine,a42483376
22965,Info for those considering delaying vaccines..,a3305635
22966,Swine Flu Shot,a15994945
22969,Newborn Vaccines ??,a21406155
22970,Comforting Your LO During/After Vaccinations,a24686511
22971,Moms with overproduction and fast let down or if you have a baby with foremilk-hindmilk imbalance,a48088093
22972,Nervous about the MMR vaccine?,a22051503
22974,GBS test,a66020557
22975,Pertussis Vaccine!,a23282897
22976,Someone save me from my mother....see my clarification pg 2,a29222491
22977,Finally took hospital tour...... Disappointed! Kind of long....,a52349269
22978,Anti-vaxxers....(not a debate) what's your reasons for not vaxxing?,a51990148
22979,Starting vaccines as soon as baby comes out...,a3551155
22982,Educate yourself!,a29421633
22983,tdap vaccine,a27251441
22984,5 things I won't do as a parent,a50536801
22985,Whooping Cough Vaccine,a24512615
22986,H1N1 vaccine,a19682805
22987,vaccines and viruses,a26469237
22989,Nervous about Swine Flu Vaccine?,a14857505
22990,chicken pox...,a39999658
22994,Kawasaki Disease,a63588736
22996,Poll: Do you believe there is a link between Autism and vaccines?,a24288451
22997,Vaccinations and Allergies,a23146627
23000,Freezer/crock pot recipe share?,a67660084
23001,how many vaccines at 4 months?,a21440077
23003,Help with Prevnar Vaccine,a26688599
23004,Anyone else not doing 2nd Rotavirus?,a67183963
23005,Flu vaccine,a45029290
23007,Mumps outbreak in Ohio,a49106302
23008,nasal flu spray,a53167036
23010,What do I do about this? Regarding Vaccinations,a8435795
23011,The H1N1 Vaccine... your opinion,a16009725
23012,Medical Care in Rural Areas,a55223974
23013,Is hanging out with an unvaxed baby dangerous for my baby?,a48475318
23015,2 mo vaccinations - to do or not to do?,a7883645
23017,"Abandoned by baby daddy while pregnant, anybody else ?",a64085239
23018,Help please!,a59391424
23019,Stirring the NON-Vaxing pot,a46243144
23020,Is anybody not vaccinating yet?,a27111603
23024,Baby vaccinations,a4916505
23027,Tylenol and vaccines,a24949195
23028,Rash - Chicken Pox vaccine?,a32383621
23029,Swine flu- vaccine insert,a17162135
